1,297.43,4,710
2,14.439,5,332
3,148.028,9,328
4,553.268,21,545
5,21.141,33,642
6,247.454,6,509
7,465.746,44,568
8,296.283,49,521
9,188.289,12,0
10,359.005,29,38
11,20.894,11,853
12,650.925,12,246
13,533.151,0,203
14,30.002,20,479
15,32.084,72,162
16,19.845,74,510
17,6.046,0,244
18,187.801,0,0
19,14.533,28,620
20,402.501,1,180
21,871.581,26,204
22,795.659,163,0
23,89.64,73,0
24,0,100,0
25,602.171,2,267
26,34.992,67,49
27,25.025,8,0
28,24.686,77,0
29,35.279,33,0
30,316.598,3,0
31,396.772,1,0
